,Upper_xs,Upper_vs,Upper_ts,Upper_timestamps,Lower_xs,Lower_vs,Lower_ts,Lower_timestamps,Upper_absolute_ts,Lower_absolute_ts
0,39.322,0.0,0.0,2020-07-22 08:20:00.000,39.322,0.0,60.0,2020-07-22 08:21:00.000,1200.0,1260.0
1,39.321000000000005,5.245697205599628,1.3725534886568427,2020-07-22 08:20:01.372,39.321000000000005,5.245697205599628,61.37255348865684,2020-07-22 08:21:01.372,1201.372,1261.372
2,39.32000000000001,7.49279970847206,1.9377693103154936,2020-07-22 08:20:01.937,39.32000000000001,7.49279970847206,61.937769310315495,2020-07-22 08:21:01.937,1201.937,1261.937
3,39.31900000000001,9.178621026862809,2.369646119993922,2020-07-22 08:20:02.369,39.31900000000001,9.178621026862809,62.369646119993924,2020-07-22 08:21:02.369,1202.369,1262.369
4,39.31800000000001,10.60923089503761,2.7335057257965376,2020-07-22 08:20:02.733,39.31800000000001,10.60923089503761,62.73350572579654,2020-07-22 08:21:02.733,1202.733,1262.733
5,39.317000000000014,11.902353957342408,3.053341048240395,2020-07-22 08:20:03.053,39.317000000000014,11.902353957342408,63.0533410482404,2020-07-22 08:21:03.053,1203.053,1263.053
6,39.31600000000002,13.008510444923271,3.3423715645531233,2020-07-22 08:20:03.342,39.31600000000002,13.008510444923271,63.342371564553126,2020-07-22 08:21:03.342,1203.342,1263.342
7,39.31500000000002,14.071342804021981,3.6082518828027674,2020-07-22 08:20:03.608,39.31500000000002,14.071342804021981,63.60825188280277,2020-07-22 08:21:03.608,1203.608,1263.608
8,39.31400000000002,15.029751772247646,3.8556652569324963,2020-07-22 08:20:03.855,39.31400000000002,15.029751772247646,63.8556652569325,2020-07-22 08:21:03.855,1203.855,1263.855
9,39.313000000000024,15.960889837163183,4.087993457514082,2020-07-22 08:20:04.087,39.313000000000024,15.960889837163183,64.08799345751409,2020-07-22 08:21:04.087,1204.087,1264.087
10,39.312000000000026,16.806303104626604,4.3077254318938785,2020-07-22 08:20:04.307,39.312000000000026,16.806303104626604,64.30772543189389,2020-07-22 08:21:04.307,1204.307,1264.307
11,39.31100000000003,17.65171637209002,4.516675339907259,2020-07-22 08:20:04.516,39.31100000000003,17.65171637209002,64.51667533990727,2020-07-22 08:21:04.516,1204.516,1264.516
12,39.31000000000003,18.41537039632802,4.716303328888278,2020-07-22 08:20:04.716,39.31000000000003,18.41537039632802,64.71630332888827,2020-07-22 08:21:04.716,1204.716,1264.716
13,39.30900000000003,19.171565488595213,4.907859246668511,2020-07-22 08:20:04.907,39.30900000000003,19.171565488595213,64.90785924666851,2020-07-22 08:21:04.907,1204.907,1264.907
14,39.308000000000035,19.904751832326365,5.09211407142213,2020-07-22 08:20:05.092,39.308000000000035,19.904751832326365,65.09211407142213,2020-07-22 08:21:05.092,1205.092,1265.092
15,39.30700000000004,20.588712682180624,5.269920541831788,2020-07-22 08:20:05.269,39.30700000000004,20.588712682180624,65.2699205418318,2020-07-22 08:21:05.269,1205.269,1265.269
16,39.30600000000004,21.272673532034887,5.441916757225587,2020-07-22 08:20:05.441,39.30600000000004,21.272673532034887,65.44191675722558,2020-07-22 08:21:05.441,1205.441,1265.441
17,39.30500000000004,21.929903788870675,5.608573481117362,2020-07-22 08:20:05.608,39.30500000000004,21.929903788870675,65.60857348111736,2020-07-22 08:21:05.608,1205.608,1265.608
18,39.304000000000045,22.55418373423318,5.770429110869095,2020-07-22 08:20:05.770,39.304000000000045,22.55418373423318,65.77042911086909,2020-07-22 08:21:05.770,1205.77,1265.77
19,39.30300000000005,23.17846367959569,5.9278658744754384,2020-07-22 08:20:05.927,39.30300000000005,23.17846367959569,65.92786587447544,2020-07-22 08:21:05.927,1205.927,1265.927
20,39.30200000000005,23.787468971837484,6.08116848327104,2020-07-22 08:20:06.081,39.30200000000005,23.787468971837484,66.08116848327104,2020-07-22 08:21:06.081,1206.081,1266.081
21,39.30100000000005,24.361608551347828,6.230704058412977,2020-07-22 08:20:06.230,39.30100000000005,24.361608551347828,66.23070405841298,2020-07-22 08:21:06.230,1206.23,1266.23
22,39.300000000000054,24.93574813085817,6.376756514052694,2020-07-22 08:20:06.376,39.300000000000054,24.93574813085817,66.37675651405269,2020-07-22 08:21:06.376,1206.376,1266.376
23,39.299000000000056,25.50988771036851,6.519484420638005,2020-07-22 08:20:06.519,39.299000000000056,25.50988771036851,66.51948442063801,2020-07-22 08:21:06.519,1206.519,1266.519
24,39.29800000000006,26.04605234058409,6.659138551527044,2020-07-22 08:20:06.659,39.29800000000006,26.04605234058409,66.65913855152705,2020-07-22 08:21:06.659,1206.659,1266.659
25,39.29700000000006,26.57747197811068,6.795959490322004,2020-07-22 08:20:06.795,39.29700000000006,26.57747197811068,66.795959490322,2020-07-22 08:21:06.795,1206.795,1266.795
26,39.29600000000006,27.10889161563727,6.930071758652685,2020-07-22 08:20:06.930,39.29600000000006,27.10889161563727,66.93007175865269,2020-07-22 08:21:06.930,1206.93,1266.93
27,39.295000000000066,27.63291009989399,7.061598302798938,2020-07-22 08:20:07.061,39.295000000000066,27.63291009989399,67.06159830279894,2020-07-22 08:21:07.061,1207.061,1267.061
28,39.29400000000007,28.127494965892957,7.190722185444492,2020-07-22 08:20:07.190,39.29400000000007,28.127494965892957,67.19072218544449,2020-07-22 08:21:07.190,1207.19,1267.19
29,39.29300000000007,28.622079831891924,7.3175953827440114,2020-07-22 08:20:07.317,39.29300000000007,28.622079831891924,67.31759538274402,2020-07-22 08:21:07.317,1207.317,1267.317
