,Upper_xs,Upper_vs,Upper_ts,Upper_timestamps,Lower_xs,Lower_vs,Lower_ts,Lower_timestamps,Upper_absolute_ts,Lower_absolute_ts
0,34.858,0.0,0.0,2020-07-22 08:07:00.000,34.858,0.0,60.0,2020-07-22 08:08:00.000,420.0,480.0
1,34.858999999999995,7.558204304152577,0.9526072212717835,2020-07-22 08:07:00.952,34.858999999999995,7.558204304152577,60.95260722127178,2020-07-22 08:08:00.952,420.952,480.952
2,34.85999999999999,10.711785038683251,1.3466961210995516,2020-07-22 08:07:01.346,34.85999999999999,10.711785038683251,61.346696121099555,2020-07-22 08:08:01.346,421.346,481.346
3,34.86099999999999,13.23339078783162,1.6473829923151952,2020-07-22 08:07:01.647,34.86099999999999,13.23339078783162,61.647382992315194,2020-07-22 08:08:01.647,421.647,481.647
4,34.86199999999999,15.269265183219304,1.8999910302221183,2020-07-22 08:07:01.899,34.86199999999999,15.269265183219304,61.89999103022212,2020-07-22 08:08:01.899,421.899,481.899
5,34.862999999999985,17.120236696632144,2.1222852793492444,2020-07-22 08:07:02.122,34.862999999999985,17.120236696632144,62.12228527934924,2020-07-22 08:08:02.122,422.122,482.122
6,34.86399999999998,18.698847048206556,2.3232954461997766,2020-07-22 08:07:02.323,34.86399999999998,18.698847048206556,62.32329544619978,2020-07-22 08:08:02.323,422.323,482.323
7,34.86499999999998,20.277457399780968,2.5080230673007295,2020-07-22 08:07:02.508,34.86499999999998,20.277457399780968,62.508023067300726,2020-07-22 08:08:02.508,422.508,482.508
8,34.86599999999998,21.61360437136618,2.6798974408679874,2020-07-22 08:07:02.679,34.86599999999998,21.61360437136618,62.67989744086799,2020-07-22 08:08:02.679,422.679,482.679
9,34.866999999999976,22.901270665290056,2.841641127535743,2020-07-22 08:07:02.841,34.866999999999976,22.901270665290056,62.841641127535745,2020-07-22 08:08:02.841,422.841,482.841
10,34.867999999999974,24.188936959213937,2.994539158000926,2020-07-22 08:07:02.994,34.867999999999974,24.188936959213937,62.994539158000926,2020-07-22 08:08:02.994,422.994,482.994
11,34.86899999999997,25.3355528720993,3.13992177626731,2020-07-22 08:07:03.139,34.86899999999997,25.3355528720993,63.13992177626731,2020-07-22 08:08:03.139,423.139,483.139
12,34.86999999999997,26.421822914614015,3.279032383993128,2020-07-22 08:07:03.279,34.86999999999997,26.421822914614015,63.279032383993126,2020-07-22 08:08:03.279,423.279,483.279
13,34.87099999999997,27.508092957128728,3.412538989438358,2020-07-22 08:07:03.412,34.87099999999997,27.508092957128728,63.41253898943836,2020-07-22 08:08:03.412,423.412,483.412
14,34.871999999999964,28.593075404292232,3.540878562575206,2020-07-22 08:07:03.540,34.871999999999964,28.593075404292232,63.54087856257521,2020-07-22 08:08:03.540,423.54,483.54
15,34.87299999999996,29.531674136667082,3.6647500640757764,2020-07-22 08:07:03.664,34.87299999999996,29.531674136667082,63.664750064075776,2020-07-22 08:08:03.664,423.664,483.664
16,34.87399999999996,30.470272869041935,3.7847461701904357,2020-07-22 08:07:03.784,34.87399999999996,30.470272869041935,63.78474617019044,2020-07-22 08:08:03.784,423.784,483.784
17,34.87499999999996,31.408871601416788,3.9011020128834537,2020-07-22 08:07:03.901,34.87499999999996,31.408871601416788,63.901102012883456,2020-07-22 08:08:03.901,423.901,483.901
18,34.875999999999955,32.34747033379164,4.014031954932201,2020-07-22 08:07:04.014,34.875999999999955,32.34747033379164,64.01403195493221,2020-07-22 08:08:04.014,424.014,484.014
19,34.87699999999995,33.2000567959994,4.123875915723071,2020-07-22 08:07:04.123,34.87699999999995,33.2000567959994,64.12387591572308,2020-07-22 08:08:04.123,424.123,484.123
20,34.87799999999995,34.02574562239942,4.2309776495956095,2020-07-22 08:07:04.230,34.87799999999995,34.02574562239942,64.23097764959562,2020-07-22 08:08:04.230,424.23,484.23
21,34.87899999999995,34.85143444879943,4.335511545909897,2020-07-22 08:07:04.335,34.87899999999995,34.85143444879943,64.3355115459099,2020-07-22 08:08:04.335,424.335,484.335
22,34.879999999999946,35.67712327519945,4.437597852965249,2020-07-22 08:07:04.437,34.879999999999946,35.67712327519945,64.43759785296525,2020-07-22 08:08:04.437,424.437,484.437
23,34.88099999999994,36.50281210159947,4.5373485657138435,2020-07-22 08:07:04.537,34.88099999999994,36.50281210159947,64.53734856571384,2020-07-22 08:08:04.537,424.537,484.537
24,34.88199999999994,37.24268517010155,4.63498164524216,2020-07-22 08:07:04.634,34.88199999999994,37.24268517010155,64.63498164524216,2020-07-22 08:08:04.634,424.634,484.634
25,34.88299999999994,37.97924724479073,4.7306984098723355,2020-07-22 08:07:04.730,34.88299999999994,37.97924724479073,64.73069840987233,2020-07-22 08:08:04.730,424.73,484.73
26,34.883999999999936,38.71580931947991,4.824576689940486,2020-07-22 08:07:04.824,34.883999999999936,38.71580931947991,64.82457668994049,2020-07-22 08:08:04.824,424.824,484.824
27,34.884999999999934,39.452371394169084,4.916685780036349,2020-07-22 08:07:04.916,34.884999999999934,39.452371394169084,64.91668578003635,2020-07-22 08:08:04.916,424.916,484.916
28,34.88599999999993,40.18893346885826,5.007091129526368,2020-07-22 08:07:05.007,34.88599999999993,40.18893346885826,65.00709112952637,2020-07-22 08:08:05.007,425.007,485.007
29,34.88699999999993,40.88111371278646,5.0959032154975406,2020-07-22 08:07:05.095,34.88699999999993,40.88111371278646,65.09590321549754,2020-07-22 08:08:05.095,425.095,485.095
30,34.88799999999993,41.54553643424474,5.183253605051647,2020-07-22 08:07:05.183,34.88799999999993,41.54553643424474,65.18325360505165,2020-07-22 08:08:05.183,425.183,485.183
31,34.888999999999925,42.20995915570302,5.269218113401441,2020-07-22 08:07:05.269,34.888999999999925,42.20995915570302,65.26921811340144,2020-07-22 08:08:05.269,425.269,485.269
32,34.88999999999992,42.8743818771613,5.3538400298737345,2020-07-22 08:07:05.353,34.88999999999992,42.8743818771613,65.35384002987374,2020-07-22 08:08:05.353,425.353,485.353
33,34.89099999999992,43.53880459861957,5.437160646710392,2020-07-22 08:07:05.437,34.89099999999992,43.53880459861957,65.4371606467104,2020-07-22 08:08:05.437,425.437,485.437
34,34.89199999999992,44.20322732007785,5.519219380051043,2020-07-22 08:07:05.519,34.89199999999992,44.20322732007785,65.51921938005104,2020-07-22 08:08:05.519,425.519,485.519
35,34.892999999999915,44.82462125695294,5.600092950681624,2020-07-22 08:07:05.600,34.892999999999915,44.82462125695294,65.60009295068163,2020-07-22 08:08:05.600,425.6,485.6
36,34.89399999999991,45.42946016605897,5.679867736336331,2020-07-22 08:07:05.679,34.89399999999991,45.42946016605897,65.67986773633633,2020-07-22 08:08:05.679,425.679,485.679
37,34.89499999999991,46.034299075165,5.758587439743603,2020-07-22 08:07:05.758,34.89499999999991,46.034299075165,65.75858743974361,2020-07-22 08:08:05.758,425.758,485.758
38,34.89599999999991,46.63913798427103,5.836279605141176,2020-07-22 08:07:05.836,34.89599999999991,46.63913798427103,65.83627960514117,2020-07-22 08:08:05.836,425.836,485.836
39,34.896999999999906,47.24397689337707,5.91297071204966,2020-07-22 08:07:05.912,34.896999999999906,47.24397689337707,65.91297071204966,2020-07-22 08:08:05.912,425.912,485.912
40,34.897999999999904,47.848815802483095,5.988686229449715,2020-07-22 08:07:05.988,34.897999999999904,47.848815802483095,65.98868622944971,2020-07-22 08:08:05.988,425.988,485.988
41,34.8989999999999,48.43929871767534,6.063461813496237,2020-07-22 08:07:06.063,34.8989999999999,48.43929871767534,66.06346181349623,2020-07-22 08:08:06.063,426.063,486.063
42,34.8999999999999,48.994095779084816,6.137358448599334,2020-07-22 08:07:06.137,34.8999999999999,48.994095779084816,66.13735844859933,2020-07-22 08:08:06.137,426.137,486.137
43,34.9009999999999,49.54889284049428,6.2104230075379565,2020-07-22 08:07:06.210,34.9009999999999,49.54889284049428,66.21042300753795,2020-07-22 08:08:06.210,426.21,486.21
44,34.901999999999894,50.10368990190375,6.282674020023957,2020-07-22 08:07:06.282,34.901999999999894,50.10368990190375,66.28267402002396,2020-07-22 08:08:06.282,426.282,486.282
45,34.90299999999989,50.65848696331322,6.35412940362106,2020-07-22 08:07:06.354,34.90299999999989,50.65848696331322,66.35412940362106,2020-07-22 08:08:06.354,426.354,486.354
46,34.90399999999989,51.21328402472269,6.424806490415092,2020-07-22 08:07:06.424,34.90399999999989,51.21328402472269,66.4248064904151,2020-07-22 08:08:06.424,426.424,486.424
47,34.90499999999989,51.768081086132156,6.494722052247398,2020-07-22 08:07:06.494,34.90499999999989,51.768081086132156,66.4947220522474,2020-07-22 08:08:06.494,426.494,486.494
